"","Year","AnnualCO2D_VLC0","AnnualCO2D_VLC10","AnnualCO2D_VLC1","AnnualCO2D_VLC2","AnnualCO2D_VLC3","AnnualCO2D_VLC4","AnnualCO2D_VLC5","AnnualCO2D_VLC6","AnnualCO2D_VLC7","AnnualCO2D_VLC8","AnnualCO2D_VLC9","AnnualCO2D_VLN0","AnnualCO2D_VLN10","AnnualCO2D_VLN1","AnnualCO2D_VLN2","AnnualCO2D_VLN3","AnnualCO2D_VLN4","AnnualCO2D_VLN5","AnnualCO2D_VLN6","AnnualCO2D_VLN7","AnnualCO2D_VLN8","AnnualCO2D_VLN9","AnnualCO2D_VLR0","AnnualCO2D_VLR10","AnnualCO2D_VLR1","AnnualCO2D_VLR2","AnnualCO2D_VLR3","AnnualCO2D_VLR4","AnnualCO2D_VLR5","AnnualCO2D_VLR6","AnnualCO2D_VLR7","AnnualCO2D_VLR8","AnnualCO2D_VLR9","AnnualCO2D_VMC0","AnnualCO2D_VMC10","AnnualCO2D_VMC1","AnnualCO2D_VMC2","AnnualCO2D_VMC3","AnnualCO2D_VMC4","AnnualCO2D_VMC5","AnnualCO2D_VMC6","AnnualCO2D_VMC7","AnnualCO2D_VMC8","AnnualCO2D_VMC9","AnnualCO2D_VMN0","AnnualCO2D_VMN10","AnnualCO2D_VMN1","AnnualCO2D_VMN2","AnnualCO2D_VMN3","AnnualCO2D_VMN4","AnnualCO2D_VMN5","AnnualCO2D_VMN6","AnnualCO2D_VMN7","AnnualCO2D_VMN8","AnnualCO2D_VMN9","AnnualCO2D_VMR0","AnnualCO2D_VMR10","AnnualCO2D_VMR1","AnnualCO2D_VMR2","AnnualCO2D_VMR3","AnnualCO2D_VMR4","AnnualCO2D_VMR5","AnnualCO2D_VMR6","AnnualCO2D_VMR7","AnnualCO2D_VMR8","AnnualCO2D_VMR9"
"43",43,0.00177766890055382,0.00301079582513369,0.00229647062585578,0.00264024024292849,0.00282518590165313,0.002879242070761,0.00295685342973573,0.00298063635223248,0.00299069284169077,0.00299335574152661,0.00296486181223671,0.00177766890055382,0.00301079582513369,0.00229647062585578,0.00264024024292849,0.00282518590165313,0.002879242070761,0.00295685342973573,0.00298063635223248,0.00299069284169077,0.00299335574152661,0.00296486181223671,0.00177766890055382,0.00301079582513369,0.00229647062585578,0.00264024024292849,0.00282518590165313,0.002879242070761,0.00295685342973573,0.00298063635223248,0.00299069284169077,0.00299335574152661,0.00296486181223671,0.00177766890055382,0.00301079582513369,0.00229647062585578,0.00264024024292849,0.00282518590165313,0.002879242070761,0.00295685342973573,0.00298063635223248,0.00299069284169077,0.00299335574152661,0.00296486181223671,0.00177766890055382,0.00301079582513369,0.00229647062585578,0.00264024024292849,0.00282518590165313,0.002879242070761,0.00295685342973573,0.00298063635223248,0.00299069284169077,0.00299335574152661,0.00296486181223671,0.00177766890055382,0.00301079582513369,0.00229647062585578,0.00264024024292849,0.00282518590165313,0.002879242070761,0.00295685342973573,0.00298063635223248,0.00299069284169077,0.00299335574152661,0.00296486181223671
"44",44,0.00171376547795786,0.00292262700296791,0.00221726647654201,0.00256264458050204,0.00274203004562648,0.00285330079933485,0.00286884655200724,0.00288216535306689,0.00289194389152153,0.00290437406623502,0.00293674502370796,0.00171376547795786,0.00292262700296791,0.00221726647654201,0.00256264458050204,0.00274203004562648,0.00285330079933485,0.00286884655200724,0.00288216535306689,0.00289194389152153,0.00290437406623502,0.00293674502370796,0.00171376547795786,0.00292262700296791,0.00221726647654201,0.00256264458050204,0.00274203004562648,0.00285330079933485,0.00286884655200724,0.00288216535306689,0.00289194389152153,0.00290437406623502,0.00293674502370796,0.00171376547795786,0.00292262700296791,0.00221726647654201,0.00256264458050204,0.00274203004562648,0.00285330079933485,0.00286884655200724,0.00288216535306689,0.00289194389152153,0.00290437406623502,0.00293674502370796,0.00171376547795786,0.00292262700296791,0.00221726647654201,0.00256264458050204,0.00274203004562648,0.00285330079933485,0.00286884655200724,0.00288216535306689,0.00289194389152153,0.00290437406623502,0.00293674502370796,0.00171376547795786,0.00292262700296791,0.00221726647654201,0.00256264458050204,0.00274203004562648,0.00285330079933485,0.00286884655200724,0.00288216535306689,0.00289194389152153,0.00290437406623502,0.00293674502370796
"45",45,0.00168788097137166,0.0028323789872776,0.00217693459378591,0.0024908101005127,0.00265672326412559,0.0027471750921005,0.00278301113702997,0.00281237596832248,0.0028219021952771,0.00281758292302365,0.00282829353633314,0.00168788097137166,0.0028323789872776,0.00217693459378591,0.0024908101005127,0.00265672326412559,0.0027471750921005,0.00278301113702997,0.00281237596832248,0.0028219021952771,0.00281758292302365,0.00282829353633314,0.00168788097137166,0.0028323789872776,0.00217693459378591,0.0024908101005127,0.00265672326412559,0.0027471750921005,0.00278301113702997,0.00281237596832248,0.0028219021952771,0.00281758292302365,0.00282829353633314,0.00168788097137166,0.0028323789872776,0.00217693459378591,0.0024908101005127,0.00265672326412559,0.0027471750921005,0.00278301113702997,0.00281237596832248,0.0028219021952771,0.00281758292302365,0.00282829353633314,0.00168788097137166,0.0028323789872776,0.00217693459378591,0.0024908101005127,0.00265672326412559,0.0027471750921005,0.00278301113702997,0.00281237596832248,0.0028219021952771,0.00281758292302365,0.00282829353633314,0.00168788097137166,0.0028323789872776,0.00217693459378591,0.0024908101005127,0.00265672326412559,0.0027471750921005,0.00278301113702997,0.00281237596832248,0.0028219021952771,0.00281758292302365,0.00282829353633314
"46",46,0.00161293400787881,0.00274886602060876,0.00208710722253089,0.00240335791363045,0.00257802216156425,0.00266677437843445,0.00269927091905081,0.00271003663344356,0.00271929843394777,0.00273290552838518,0.0027457265966585,0.00161293400787881,0.00274886602060876,0.00208710722253089,0.00240335791363045,0.00257802216156425,0.00266677437843445,0.00269927091905081,0.00271003663344356,0.00271929843394777,0.00273290552838518,0.0027457265966585,0.00161293400787881,0.00274886602060876,0.00208710722253089,0.00240335791363045,0.00257802216156425,0.00266677437843445,0.00269927091905081,0.00271003663344356,0.00271929843394777,0.00273290552838518,0.0027457265966585,0.00161293400787881,0.00274886602060876,0.00208710722253089,0.00240335791363045,0.00257802216156425,0.00266677437843445,0.00269927091905081,0.00271003663344356,0.00271929843394777,0.00273290552838518,0.0027457265966585,0.00161293400787881,0.00274886602060876,0.00208710722253089,0.00240335791363045,0.00257802216156425,0.00266677437843445,0.00269927091905081,0.00271003663344356,0.00271929843394777,0.00273290552838518,0.0027457265966585,0.00161293400787881,0.00274886602060876,0.00208710722253089,0.00240335791363045,0.00257802216156425,0.00266677437843445,0.00269927091905081,0.00271003663344356,0.00271929843394777,0.00273290552838518,0.0027457265966585
"47",47,0.00155345195701576,0.00266214481473271,0.00201326682792958,0.00233126408301199,0.00249607655333839,0.0025492505148198,0.00261712301824537,0.00264006301945486,0.00264906995718598,0.00264983338685881,0.00262591869165412,0.00155345195701576,0.00266214481473271,0.00201326682792958,0.00233126408301199,0.00249607655333839,0.0025492505148198,0.00261712301824537,0.00264006301945486,0.00264906995718598,0.00264983338685881,0.00262591869165412,0.00155345195701576,0.00266214481473271,0.00201326682792958,0.00233126408301199,0.00249607655333839,0.0025492505148198,0.00261712301824537,0.00264006301945486,0.00264906995718598,0.00264983338685881,0.00262591869165412,0.00155345195701576,0.00266214481473271,0.00201326682792958,0.00233126408301199,0.00249607655333839,0.0025492505148198,0.00261712301824537,0.00264006301945486,0.00264906995718598,0.00264983338685881,0.00262591869165412,0.00155345195701576,0.00266214481473271,0.00201326682792958,0.00233126408301199,0.00249607655333839,0.0025492505148198,0.00261712301824537,0.00264006301945486,0.00264906995718598,0.00264983338685881,0.00262591869165412,0.00155345195701576,0.00266214481473271,0.00201326682792958,0.00233126408301199,0.00249607655333839,0.0025492505148198,0.00261712301824537,0.00264006301945486,0.00264906995718598,0.00264983338685881,0.00262591869165412
"48",48,0.00153047465165106,0.0025826622916903,0.00197679255951373,0.00226463085700552,0.00242123710902326,0.0025079066009531,0.00253696742569843,0.00254852691038098,0.00255728620220875,0.00256877189438324,0.00258247737412214,0.00153047465165106,0.0025826622916903,0.00197679255951373,0.00226463085700552,0.00242123710902326,0.0025079066009531,0.00253696742569843,0.00254852691038098,0.00255728620220875,0.00256877189438324,0.00258247737412214,0.00153047465165106,0.0025826622916903,0.00197679255951373,0.00226463085700552,0.00242123710902326,0.0025079066009531,0.00253696742569843,0.00254852691038098,0.00255728620220875,0.00256877189438324,0.00258247737412214,0.00153047465165106,0.0025826622916903,0.00197679255951373,0.00226463085700552,0.00242123710902326,0.0025079066009531,0.00253696742569843,0.00254852691038098,0.00255728620220875,0.00256877189438324,0.00258247737412214,0.00153047465165106,0.0025826622916903,0.00197679255951373,0.00226463085700552,0.00242123710902326,0.0025079066009531,0.00253696742569843,0.00254852691038098,0.00255728620220875,0.00256877189438324,0.00258247737412214,0.00153047465165106,0.0025826622916903,0.00197679255951373,0.00226463085700552,0.00242123710902326,0.0025079066009531,0.00253696742569843,0.00254852691038098,0.00255728620220875,0.00256877189438324,0.00258247737412214
"49",49,0.00146002116592504,0.00249921892062037,0.00189229286174003,0.00218249509605321,0.00234240847133934,0.0024153825051018,0.00245833238800666,0.0024560816107882,0.00246458994731285,0.00248924357187103,0.00248786138240566,0.00146002116592504,0.00249921892062037,0.00189229286174003,0.00218249509605321,0.00234240847133934,0.0024153825051018,0.00245833238800666,0.0024560816107882,0.00246458994731285,0.00248924357187103,0.00248786138240566,0.00146002116592504,0.00249921892062037,0.00189229286174003,0.00218249509605321,0.00234240847133934,0.0024153825051018,0.00245833238800666,0.0024560816107882,0.00246458994731285,0.00248924357187103,0.00248786138240566,0.00146002116592504,0.00249921892062037,0.00189229286174003,0.00218249509605321,0.00234240847133934,0.0024153825051018,0.00245833238800666,0.0024560816107882,0.00246458994731285,0.00248924357187103,0.00248786138240566,0.00146002116592504,0.00249921892062037,0.00189229286174003,0.00218249509605321,0.00234240847133934,0.0024153825051018,0.00245833238800666,0.0024560816107882,0.00246458994731285,0.00248924357187103,0.00248786138240566,0.00146002116592504,0.00249921892062037,0.00189229286174003,0.00218249509605321,0.00234240847133934,0.0024153825051018,0.00245833238800666,0.0024560816107882,0.00246458994731285,0.00248924357187103,0.00248786138240566
"50",50,0.00140462799617597,0.00242367395803208,0.00182343633967402,0.00211547108478742,0.0022713412612575,0.00236538071672629,0.00238158565999269,0.00241586209058408,0.00242413318410777,0.00241162124896392,0.00243589882338204,0.00140462799617597,0.00242367395803208,0.00182343633967402,0.00211547108478742,0.0022713412612575,0.00236538071672629,0.00238158565999269,0.00241586209058408,0.00242413318410777,0.00241162124896392,0.00243589882338204,0.00140462799617597,0.00242367395803208,0.00182343633967402,0.00211547108478742,0.0022713412612575,0.00236538071672629,0.00238158565999269,0.00241586209058408,0.00242413318410777,0.00241162124896392,0.00243589882338204,0.00140462799617597,0.00242367395803208,0.00182343633967402,0.00211547108478742,0.0022713412612575,0.00236538071672629,0.00238158565999269,0.00241586209058408,0.00242413318410777,0.00241162124896392,0.00243589882338204,0.00140462799617597,0.00242367395803208,0.00182343633967402,0.00211547108478742,0.0022713412612575,0.00236538071672629,0.00238158565999269,0.00241586209058408,0.00242413318410777,0.00241162124896392,0.00243589882338204,0.00140462799617597,0.00242367395803208,0.00182343633967402,0.00211547108478742,0.0022713412612575,0.00236538071672629,0.00238158565999269,0.00241586209058408,0.00242413318410777,0.00241162124896392,0.00243589882338204
"51",51,0.00138396669332984,0.00234324626686891,0.00179010430610677,0.00205327914876025,0.00219537260892797,0.00227182198436965,0.0023062953884358,0.00231061644999579,0.00231865268364827,0.00233546791384706,0.00234021945021098,0.00138396669332984,0.00234324626686891,0.00179010430610677,0.00205327914876025,0.00219537260892797,0.00227182198436965,0.0023062953884358,0.00231061644999579,0.00231865268364827,0.00233546791384706,0.00234021945021098,0.00138396669332984,0.00234324626686891,0.00179010430610677,0.00205327914876025,0.00219537260892797,0.00227182198436965,0.0023062953884358,0.00231061644999579,0.00231865268364827,0.00233546791384706,0.00234021945021098,0.00138396669332984,0.00234324626686891,0.00179010430610677,0.00205327914876025,0.00219537260892797,0.00227182198436965,0.0023062953884358,0.00231061644999579,0.00231865268364827,0.00233546791384706,0.00234021945021098,0.00138396669332984,0.00234324626686891,0.00179010430610677,0.00205327914876025,0.00219537260892797,0.00227182198436965,0.0023062953884358,0.00231061644999579,0.00231865268364827,0.00233546791384706,0.00234021945021098,0.00138396669332984,0.00234324626686891,0.00179010430610677,0.00205327914876025,0.00219537260892797,0.00227182198436965,0.0023062953884358,0.00231061644999579,0.00231865268364827,0.00233546791384706,0.00234021945021098
"52",52,0.00131800822158971,0.00227163925373259,0.00171096669054513,0.0019765065017288,0.00212808086276446,0.00221041327296039,0.00223282658894295,0.00226153643848376,0.00226933627073739,0.00226115327744124,0.00227683984431242,0.00131800822158971,0.00227163925373259,0.00171096669054513,0.0019765065017288,0.00212808086276446,0.00221041327296039,0.00223282658894295,0.00226153643848376,0.00226933627073739,0.00226115327744124,0.00227683984431242,0.00131800822158971,0.00227163925373259,0.00171096669054513,0.0019765065017288,0.00212808086276446,0.00221041327296039,0.00223282658894295,0.00226153643848376,0.00226933627073739,0.00226115327744124,0.00227683984431242,0.00131800822158971,0.00227163925373259,0.00171096669054513,0.0019765065017288,0.00212808086276446,0.00221041327296039,0.00223282658894295,0.00226153643848376,0.00226933627073739,0.00226115327744124,0.00227683984431242,0.00131800822158971,0.00227163925373259,0.00171096669054513,0.0019765065017288,0.00212808086276446,0.00221041327296039,0.00223282658894295,0.00226153643848376,0.00226933627073739,0.00226115327744124,0.00227683984431242,0.00131800822158971,0.00227163925373259,0.00171096669054513,0.0019765065017288,0.00212808086276446,0.00221041327296039,0.00223282658894295,0.00226153643848376,0.00226933627073739,0.00226115327744124,0.00227683984431242
"53",53,0.00126621569743952,0.00219387248722543,0.00164649167319936,0.00191385950586034,0.00205462353932697,0.00210225089268674,0.00216073880822748,0.00218650491895472,0.00219408340077225,0.00218823168065187,0.00216666087590821,0.00126621569743952,0.00219387248722543,0.00164649167319936,0.00191385950586034,0.00205462353932697,0.00210225089268674,0.00216073880822748,0.00218650491895472,0.00219408340077225,0.00218823168065187,0.00216666087590821,0.00126621569743952,0.00219387248722543,0.00164649167319936,0.00191385950586034,0.00205462353932697,0.00210225089268674,0.00216073880822748,0.00218650491895472,0.00219408340077225,0.00218823168065187,0.00216666087590821,0.00126621569743952,0.00219387248722543,0.00164649167319936,0.00191385950586034,0.00205462353932697,0.00210225089268674,0.00216073880822748,0.00218650491895472,0.00219408340077225,0.00218823168065187,0.00216666087590821,0.00126621569743952,0.00219387248722543,0.00164649167319936,0.00191385950586034,0.00205462353932697,0.00210225089268674,0.00216073880822748,0.00218650491895472,0.00219408340077225,0.00218823168065187,0.00216666087590821,0.00126621569743952,0.00219387248722543,0.00164649167319936,0.00191385950586034,0.00205462353932697,0.00210225089268674,0.00216073880822748,0.00218650491895472,0.00219408340077225,0.00218823168065187,0.00216666087590821
"54",54,0.00124783150378806,0.0021264370051363,0.00161628633403204,0.00185615067214166,0.00199134169684116,0.00206520583361024,0.00209040709879441,0.00209632107640581,0.00210366925063355,0.00211708315889832,0.00212773116339664,0.00124783150378806,0.0021264370051363,0.00161628633403204,0.00185615067214166,0.00199134169684116,0.00206520583361024,0.00209040709879441,0.00209632107640581,0.00210366925063355,0.00211708315889832,0.00212773116339664,0.00124783150378806,0.0021264370051363,0.00161628633403204,0.00185615067214166,0.00199134169684116,0.00206520583361024,0.00209040709879441,0.00209632107640581,0.00210366925063355,0.00211708315889832,0.00212773116339664,0.00124783150378806,0.0021264370051363,0.00161628633403204,0.00185615067214166,0.00199134169684116,0.00206520583361024,0.00209040709879441,0.00209632107640581,0.00210366925063355,0.00211708315889832,0.00212773116339664,0.00124783150378806,0.0021264370051363,0.00161628633403204,0.00185615067214166,0.00199134169684116,0.00206520583361024,0.00209040709879441,0.00209632107640581,0.00210366925063355,0.00211708315889832,0.00212773116339664,0.00124783150378806,0.0021264370051363,0.00161628633403204,0.00185615067214166,0.00199134169684116,0.00206520583361024,0.00209040709879441,0.00209632107640581,0.00210366925063355,0.00211708315889832,0.00212773116339664
"55",55,0.00118592622133235,0.00205059930275645,0.00154195977503537,0.00178411209162585,0.00191967324512605,0.00198525232734548,0.002021411540329,0.00204733381989933,0.00205446212407933,0.00204728248526178,0.00204589428100421,0.00118592622133235,0.00205059930275645,0.00154195977503537,0.00178411209162585,0.00191967324512605,0.00198525232734548,0.002021411540329,0.00204733381989933,0.00205446212407933,0.00204728248526178,0.00204589428100421,0.00118592622133235,0.00205059930275645,0.00154195977503537,0.00178411209162585,0.00191967324512605,0.00198525232734548,0.002021411540329,0.00204733381989933,0.00205446212407933,0.00204728248526178,0.00204589428100421,0.00118592622133235,0.00205059930275645,0.00154195977503537,0.00178411209162585,0.00191967324512605,0.00198525232734548,0.002021411540329,0.00204733381989933,0.00205446212407933,0.00204728248526178,0.00204589428100421,0.00118592622133235,0.00205059930275645,0.00154195977503537,0.00178411209162585,0.00191967324512605,0.00198525232734548,0.002021411540329,0.00204733381989933,0.00205446212407933,0.00204728248526178,0.00204589428100421,0.00118592622133235,0.00205059930275645,0.00154195977503537,0.00178411209162585,0.00191967324512605,0.00198525232734548,0.002021411540329,0.00204733381989933,0.00205446212407933,0.00204728248526178,0.00204589428100421
"56",56,0.0011377541633885,0.00198763497025489,0.00148191469705412,0.00172590153834108,0.00186073503956433,0.00193305499378366,0.00195409196803467,0.0019599527577657,0.00196686131327401,0.00197917416878424,0.00199184078470636,0.0011377541633885,0.00198763497025489,0.00148191469705412,0.00172590153834108,0.00186073503956433,0.00193305499378366,0.00195409196803467,0.0019599527577657,0.00196686131327401,0.00197917416878424,0.00199184078470636,0.0011377541633885,0.00198763497025489,0.00148191469705412,0.00172590153834108,0.00186073503956433,0.00193305499378366,0.00195409196803467,0.0019599527577657,0.00196686131327401,0.00197917416878424,0.00199184078470636,0.0011377541633885,0.00198763497025489,0.00148191469705412,0.00172590153834108,0.00186073503956433,0.00193305499378366,0.00195409196803467,0.0019599527577657,0.00196686131327401,0.00197917416878424,0.00199184078470636,0.0011377541633885,0.00198763497025489,0.00148191469705412,0.00172590153834108,0.00186073503956433,0.00193305499378366,0.00195409196803467,0.0019599527577657,0.00196686131327401,0.00197917416878424,0.00199184078470636,0.0011377541633885,0.00198763497025489,0.00148191469705412,0.00172590153834108,0.00186073503956433,0.00193305499378366,0.00195409196803467,0.0019599527577657,0.00196686131327401,0.00197917416878424,0.00199184078470636
"57",57,0.00112138570356624,0.00189743399130706,0.00145452509877837,0.00167237196448411,0.00177462215087389,0.00184827919201395,0.00188842556102168,0.00190393427031264,0.00191063156147468,0.00191273530412831,0.00190522024008916,0.00112138570356624,0.00189743399130706,0.00145452509877837,0.00167237196448411,0.00177462215087389,0.00184827919201395,0.00188842556102168,0.00190393427031264,0.00191063156147468,0.00191273530412831,0.00190522024008916,0.00112138570356624,0.00189743399130706,0.00145452509877837,0.00167237196448411,0.00177462215087389,0.00184827919201395,0.00188842556102168,0.00190393427031264,0.00191063156147468,0.00191273530412831,0.00190522024008916,0.00112138570356624,0.00189743399130706,0.00145452509877837,0.00167237196448411,0.00177462215087389,0.00184827919201395,0.00188842556102168,0.00190393427031264,0.00191063156147468,0.00191273530412831,0.00190522024008916,0.00112138570356624,0.00189743399130706,0.00145452509877837,0.00167237196448411,0.00177462215087389,0.00184827919201395,0.00188842556102168,0.00190393427031264,0.00191063156147468,0.00191273530412831,0.00190522024008916,0.00112138570356624,0.00189743399130706,0.00145452509877837,0.00167237196448411,0.00177462215087389,0.00184827919201395,0.00188842556102168,0.00190393427031264,0.00191063156147468,0.00191273530412831,0.00190522024008916
"58",58,0.00106336064666506,0.00186313582879144,0.00138480169048757,0.00160483254471571,0.00174402881392547,0.00178590219496046,0.00182365584440827,0.00184088684494611,0.00184737691922323,0.00184719969516309,0.00184099235198122,0.00106336064666506,0.00186313582879144,0.00138480169048757,0.00160483254471571,0.00174402881392547,0.00178590219496046,0.00182365584440827,0.00184088684494611,0.00184737691922323,0.00184719969516309,0.00184099235198122,0.00106336064666506,0.00186313582879144,0.00138480169048757,0.00160483254471571,0.00174402881392547,0.00178590219496046,0.00182365584440827,0.00184088684494611,0.00184737691922323,0.00184719969516309,0.00184099235198122,0.00106336064666506,0.00186313582879144,0.00138480169048757,0.00160483254471571,0.00174402881392547,0.00178590219496046,0.00182365584440827,0.00184088684494611,0.00184737691922323,0.00184719969516309,0.00184099235198122,0.00106336064666506,0.00186313582879144,0.00138480169048757,0.00160483254471571,0.00174402881392547,0.00178590219496046,0.00182365584440827,0.00184088684494611,0.00184737691922323,0.00184719969516309,0.00184099235198122,0.00106336064666506,0.00186313582879144,0.00138480169048757,0.00160483254471571,0.00174402881392547,0.00178590219496046,0.00182365584440827,0.00184088684494611,0.00184737691922323,0.00184719969516309,0.00184099235198122
"59",59,0.00101860427872342,0.00179475585708258,0.00132893954050978,0.00155077608730029,0.0016795124669331,0.00176694513282515,0.0017608285034491,0.0017620956766021,0.00176836945836383,0.0017836268138802,0.00182043869844862,0.00101860427872342,0.00179475585708258,0.00132893954050978,0.00155077608730029,0.0016795124669331,0.00176694513282515,0.0017608285034491,0.0017620956766021,0.00176836945836383,0.0017836268138802,0.00182043869844862,0.00101860427872342,0.00179475585708258,0.00132893954050978,0.00155077608730029,0.0016795124669331,0.00176694513282515,0.0017608285034491,0.0017620956766021,0.00176836945836383,0.0017836268138802,0.00182043869844862,0.00101860427872342,0.00179475585708258,0.00132893954050978,0.00155077608730029,0.0016795124669331,0.00176694513282515,0.0017608285034491,0.0017620956766021,0.00176836945836383,0.0017836268138802,0.00182043869844862,0.00101860427872342,0.00179475585708258,0.00132893954050978,0.00155077608730029,0.0016795124669331,0.00176694513282515,0.0017608285034491,0.0017620956766021,0.00176836945836383,0.0017836268138802,0.00182043869844862,0.00101860427872342,0.00179475585708258,0.00132893954050978,0.00155077608730029,0.0016795124669331,0.00176694513282515,0.0017608285034491,0.0017620956766021,0.00176836945836383,0.0017836268138802,0.00182043869844862
"60",60,0.00100360111248499,0.00172436597797979,0.00130354561348731,0.00150053313048242,0.00161288976327877,0.00165111602938917,0.00169886620220265,0.00171149220216468,0.00171757233485167,0.00172092556792413,0.00170276410074438,0.00100360111248499,0.00172436597797979,0.00130354561348731,0.00150053313048242,0.00161288976327877,0.00165111602938917,0.00169886620220265,0.00171149220216468,0.00171757233485167,0.00172092556792413,0.00170276410074438,0.00100360111248499,0.00172436597797979,0.00130354561348731,0.00150053313048242,0.00161288976327877,0.00165111602938917,0.00169886620220265,0.00171149220216468,0.00171757233485167,0.00172092556792413,0.00170276410074438,0.00100360111248499,0.00172436597797979,0.00130354561348731,0.00150053313048242,0.00161288976327877,0.00165111602938917,0.00169886620220265,0.00171149220216468,0.00171757233485167,0.00172092556792413,0.00170276410074438,0.00100360111248499,0.00172436597797979,0.00130354561348731,0.00150053313048242,0.00161288976327877,0.00165111602938917,0.00169886620220265,0.00171149220216468,0.00171757233485167,0.00172092556792413,0.00170276410074438,0.00100360111248499,0.00172436597797979,0.00130354561348731,0.00150053313048242,0.00161288976327877,0.00165111602938917,0.00169886620220265,0.00171149220216468,0.00171757233485167,0.00172092556792413,0.00170276410074438
"61",61,0.000949509769015753,0.00166078785823736,0.00123850755998928,0.00143758819723257,0.00155307011953397,0.00160939450815075,0.0016384460965289,0.00165078087512027,0.00165665562324475,0.00165978188141419,0.0016593780559405,0.000949509769015753,0.00166078785823736,0.00123850755998928,0.00143758819723257,0.00155307011953397,0.00160939450815075,0.0016384460965289,0.00165078087512027,0.00165665562324475,0.00165978188141419,0.0016593780559405,0.000949509769015753,0.00166078785823736,0.00123850755998928,0.00143758819723257,0.00155307011953397,0.00160939450815075,0.0016384460965289,0.00165078087512027,0.00165665562324475,0.00165978188141419,0.0016593780559405,0.000949509769015753,0.00166078785823736,0.00123850755998928,0.00143758819723257,0.00155307011953397,0.00160939450815075,0.0016384460965289,0.00165078087512027,0.00165665562324475,0.00165978188141419,0.0016593780559405,0.000949509769015753,0.00166078785823736,0.00123850755998928,0.00143758819723257,0.00155307011953397,0.00160939450815075,0.0016384460965289,0.00165078087512027,0.00165665562324475,0.00165978188141419,0.0016593780559405,0.000949509769015753,0.00166078785823736,0.00123850755998928,0.00143758819723257,0.00155307011953397,0.00160939450815075,0.0016384460965289,0.00165078087512027,0.00165665562324475,0.00165978188141419,0.0016593780559405
"62",62,0.00090779167321394,0.0015885247990923,0.0011863524862621,0.00138713245079962,0.00148449676824264,0.00156128499096989,0.00157952468375152,0.00160474104349314,0.00161042844901228,0.00160015199808617,0.00160959116998689,0.00090779167321394,0.0015885247990923,0.0011863524862621,0.00138713245079962,0.00148449676824264,0.00156128499096989,0.00157952468375152,0.00160474104349314,0.00161042844901228,0.00160015199808617,0.00160959116998689,0.00090779167321394,0.0015885247990923,0.0011863524862621,0.00138713245079962,0.00148449676824264,0.00156128499096989,0.00157952468375152,0.00160474104349314,0.00161042844901228,0.00160015199808617,0.00160959116998689,0.00090779167321394,0.0015885247990923,0.0011863524862621,0.00138713245079962,0.00148449676824264,0.00156128499096989,0.00157952468375152,0.00160474104349314,0.00161042844901228,0.00160015199808617,0.00160959116998689,0.00090779167321394,0.0015885247990923,0.0011863524862621,0.00138713245079962,0.00148449676824264,0.00156128499096989,0.00157952468375152,0.00160474104349314,0.00161042844901228,0.00160015199808617,0.00160959116998689,0.00090779167321394,0.0015885247990923,0.0011863524862621,0.00138713245079962,0.00148449676824264,0.00156128499096989,0.00157952468375152,0.00160474104349314,0.00161042844901228,0.00160015199808617,0.00160959116998689
"63",63,0.000894356160009503,0.00155133856732476,0.00116324116797018,0.0013405631148901,0.00145075383982251,0.00149793515671886,0.00152175210988825,0.00152830567741438,0.0015337975392211,0.00154168166511106,0.00154458835464753,0.000894356160009503,0.00155133856732476,0.00116324116797018,0.0013405631148901,0.00145075383982251,0.00149793515671886,0.00152175210988825,0.00152830567741438,0.0015337975392211,0.00154168166511106,0.00154458835464753,0.000894356160009503,0.00155133856732476,0.00116324116797018,0.0013405631148901,0.00145075383982251,0.00149793515671886,0.00152175210988825,0.00152830567741438,0.0015337975392211,0.00154168166511106,0.00154458835464753,0.000894356160009503,0.00155133856732476,0.00116324116797018,0.0013405631148901,0.00145075383982251,0.00149793515671886,0.00152175210988825,0.00152830567741438,0.0015337975392211,0.00154168166511106,0.00154458835464753,0.000894356160009503,0.00155133856732476,0.00116324116797018,0.0013405631148901,0.00145075383982251,0.00149793515671886,0.00152175210988825,0.00152830567741438,0.0015337975392211,0.00154168166511106,0.00154458835464753,0.000894356160009503,0.00155133856732476,0.00116324116797018,0.0013405631148901,0.00145075383982251,0.00149793515671886,0.00152175210988825,0.00152830567741438,0.0015337975392211,0.00154168166511106,0.00154458835464753
